orgao_superior_codigo_siorg,orgao_superior_nome,orgao_superior_sigla,orgao_codigo_siorg,orgao_nome,orgao_sigla,orgao_como_no_raiox_nome,orgao_como_no_raiox_sigla,ano_mes_referencia,codigo_unidade_orcamentaria,codigo_item,nome_item,codigo_natureza_despesa_detalhada,nome_natureza_despesa_detalhada,valor
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,202110,24101,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,426969.82
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25103,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,7892.89
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,25101,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,125015.22
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94430,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",IFB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",IFB,202110,26428,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,444,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IF BA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IF BA,202110,26427,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,17070.87
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100908,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE TOCANTINS",IFTO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE TOCANTINS",IFTO,202110,26424,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,2160.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100919,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IFC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IFC,202110,26422,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,456,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSUL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSUL,202110,26436,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,12000.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,455,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",IFSC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",IFSC,202110,26438,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,5416.66
244,MINISTÉRIO DA EDUCAÇÃO,MEC,103730,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,202110,26440,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,300.0
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30108,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,32559.76
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30103,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,74977.41
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30101,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100918,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,202110,26419,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,4015.76
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100906,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,202110,26420,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,15960.01
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100907,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,202110,26421,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,12744.5
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100917,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,202110,26416,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100914,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,202110,26409,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100915,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULDEMINAS,202110,26412,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,12171.8
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100913,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,202110,26407,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100911,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,202110,26405,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100921,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,202110,26408,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,1660.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,100920,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,202110,26404,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,26298,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,5159.88
244,MINISTÉRIO DA EDUCAÇÃO,MEC,257,FUNDAÇÃO JOAQUIM NABUCO,FUNDAJ,FUNDAÇÃO JOAQUIM NABUCO,FUNDAJ,202110,26292,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,17833.33
244,MINISTÉRIO DA EDUCAÇÃO,MEC,250,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,202110,26291,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
304,MINISTÉRIO DA SAÚDE,MS,304,MINISTÉRIO DA SAÚDE,MS,MINISTÉRIO DA SAÚDE,MS,202110,36901,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,778887.98
2852,MINISTÉRIO DE MINAS E ENERGIA,MME,21089,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,ANEEL,202110,32266,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,41961.27
2852,MINISTÉRIO DE MINAS E ENERGIA,MME,2852,MINISTÉRIO DE MINAS E ENERGIA,MME,MINISTÉRIO DE MINAS E ENERGIA,MME,202110,32101,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,0.0
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,202110,30107,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,11464.84
235881,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,MJSP,173,FUNDAÇÃO NACIONAL DO ÍNDIO,FUNAI,FUNDAÇÃO NACIONAL DO ÍNDIO,FUNAI,202110,30202,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,6107.83
263,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,263,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,202110,35101,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,556327.083054
2852,MINISTÉRIO DE MINAS E ENERGIA,MME,25281,"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS",ANP,"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS",ANP,202110,32265,62,Manutenção e Conservação de Equipamentos,33904012,MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC,167820.03
14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,202110,22106,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,3530.71
14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,1799,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,202110,22201,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,292591.54
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,223,COMISSÃO NACIONAL DE ENERGIA NUCLEAR,CNEN,COMISSÃO NACIONAL DE ENERGIA NUCLEAR,CNEN,202110,24204,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,0.0
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,103918.48
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20118,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,9275.65
14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,14,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO",MAPA,202110,22101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,27628.65
26,PRESIDÊNCIA DA REPÚBLICA,PR,26,PRESIDÊNCIA DA REPÚBLICA,PR,PRESIDÊNCIA DA REPÚBLICA,PR,202110,20927,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,29047.86
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52131,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,14990.22
41066,MINISTÉRIO DA DEFESA,MD,48,COMANDO DA AERONAUTICA,C.AER,COMANDO DA AERONAUTICA,C.AER,202110,52111,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,17795.38
41066,MINISTÉRIO DA DEFESA,MD,48,COMANDO DA AERONAUTICA,C.AER,COMANDO DA AERONAUTICA,C.AER,202110,52911,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,829245.749736
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,202110,39901,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,0.0
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52932,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,38025.08
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,367,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,DNOCS,202110,53204,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,0.0
41066,MINISTÉRIO DA DEFESA,MD,185,COMANDO DA MARINHA,C.MAR,COMANDO DA MARINHA,C.MAR,202110,52931,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,81422.778552
41066,MINISTÉRIO DA DEFESA,MD,94,COMANDO DO EXERCITO,C.EXER,COMANDO DO EXERCITO,C.EXER,202110,52921,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,86210.716144
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,202110,53101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,95133.07
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,46876,AGÊNCIA NACIONAL DE ÁGUAS,ANA,AGÊNCIA NACIONAL DE ÁGUAS,ANA,202110,53210,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,66943.4
72084,MINISTÉRIO DO TURISMO,MTUR,57682,AGÊNCIA NACIONAL DO CINEMA,ANCINE,AGÊNCIA NACIONAL DO CINEMA,ANCINE,202110,54207,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,23514.87
72084,MINISTÉRIO DO TURISMO,MTUR,261,FUNDAÇÃO CASA DE RUI BARBOSA,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,FCRB,202110,54202,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,274.8
235880,MINISTÉRIO DO DESENVOLVIMENTO REGIONAL,MDR,91138,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,SUDAM,202110,53202,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,10270.32
72084,MINISTÉRIO DO TURISMO,MTUR,2045,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,IPHAN,202110,54206,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,81862.11
72084,MINISTÉRIO DO TURISMO,MTUR,984,FUNDAÇÃO BIBLIOTECA NACIONAL,FBN,FUNDAÇÃO BIBLIOTECA NACIONAL,FBN,202110,54203,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,49534.28
72084,MINISTÉRIO DO TURISMO,MTUR,2330,FUNDAÇÃO NACIONAL DE ARTES,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,FUNARTE,202110,54205,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,36141.41
72084,MINISTÉRIO DO TURISMO,MTUR,100584,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,202110,54208,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,26468.56
72084,MINISTÉRIO DO TURISMO,MTUR,100584,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,202110,54208,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,26468.56
72084,MINISTÉRIO DO TURISMO,MTUR,100584,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,IBRAM,202110,54208,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,26468.56
1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,MINISTÉRIO DO MEIO AMBIENTE,MMA,202110,44101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,37493.12
1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,1913,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,JBRJ,202110,44207,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,223.8
1927,MINISTÉRIO DO MEIO AMBIENTE,MMA,1812,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,IBAMA,202110,44201,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,22341.26
1988,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÕES",MCTI,25064,AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES,ANATEL,AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES,ANATEL,202110,41231,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,20841.69
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,116464.98
41066,MINISTÉRIO DA DEFESA,MD,41066,MINISTÉRIO DA DEFESA,MD,MINISTÉRIO DA DEFESA,MD,202110,52902,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,8976.24
41066,MINISTÉRIO DA DEFESA,MD,94,COMANDO DO EXERCITO,C.EXER,COMANDO DO EXERCITO,C.EXER,202110,52121,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,1049942.413304
304,MINISTÉRIO DA SAÚDE,MS,36687,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,202110,36212,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,50645.37
304,MINISTÉRIO DA SAÚDE,MS,2207,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,202110,36211,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,147417.22
304,MINISTÉRIO DA SAÚDE,MS,315,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,202110,36201,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,9270.76
304,MINISTÉRIO DA SAÚDE,MS,45013,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,202110,36213,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,4592.95
214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,214460,CONTROLADORIA-GERAL DA UNIÃO,CGU,CONTROLADORIA-GERAL DA UNIÃO,CGU,202110,37101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,195677.59
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54793,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,ANTT,202110,39250,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,87207.93
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54844,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,DNIT,202110,39252,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,2149836.85
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,54843,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,202110,39251,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,57311.47
264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,264359,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,202110,41101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,11376.84
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,202110,39101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,105827.8
2846,MINISTÉRIO DA INFRAESTRUTURA,MINFRA,86144,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,202110,39254,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,39829.27
72084,MINISTÉRIO DO TURISMO,MTUR,72084,MINISTÉRIO DO TURISMO,MTUR,MINISTÉRIO DO TURISMO,MTUR,202110,54101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,69414.5
219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,219925,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,"MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS",MMFDH,202110,81101,31,Despesas de Teleprocessamento,33904013,COMUNICACAO DE DADOS E REDES EM GERAL,45297.86
